country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,nameJa
JP,Japan,Kagoshima,"",2020-02-20,2,3,8,4,1,0,鹿児島
JP,Japan,Kagoshima,"",2020-02-21,0,1,7,3,1,0,鹿児島
JP,Japan,Kagoshima,"",2020-02-22,-1,4,-5,5,1,1,鹿児島
JP,Japan,Kagoshima,"",2020-02-23,8,6,27,13,4,-2,鹿児島
JP,Japan,Kagoshima,"",2020-02-24,23,4,54,7,-46,10,鹿児島
JP,Japan,Kagoshima,"",2020-02-25,-4,9,-1,0,2,0,鹿児島
JP,Japan,Kagoshima,"",2020-02-26,-1,4,4,-2,2,0,鹿児島
JP,Japan,Kagoshima,"",2020-02-27,2,7,9,-4,2,0,鹿児島
JP,Japan,Kagoshima,"",2020-02-28,3,16,-3,-10,2,1,鹿児島
JP,Japan,Kagoshima,"",2020-02-29,-7,8,-31,-22,3,4,鹿児島
JP,Japan,Kagoshima,"",2020-03-01,-10,3,-41,-29,3,5,鹿児島
JP,Japan,Kagoshima,"",2020-03-02,0,5,2,-14,1,2,鹿児島
JP,Japan,Kagoshima,"",2020-03-03,-4,7,2,-15,0,2,鹿児島
JP,Japan,Kagoshima,"",2020-03-04,-5,1,-13,-17,-1,3,鹿児島
JP,Japan,Kagoshima,"",2020-03-05,-2,4,3,-15,-1,3,鹿児島
JP,Japan,Kagoshima,"",2020-03-06,-4,0,8,-18,-1,3,鹿児島
JP,Japan,Kagoshima,"",2020-03-07,-9,-1,-29,-25,-2,5,鹿児島
JP,Japan,Kagoshima,"",2020-03-08,-5,3,14,-16,2,3,鹿児島
JP,Japan,Kagoshima,"",2020-03-09,-6,-3,-4,-17,0,3,鹿児島
JP,Japan,Kagoshima,"",2020-03-10,-4,5,-18,-18,-2,4,鹿児島
JP,Japan,Kagoshima,"",2020-03-11,1,3,5,-15,-1,2,鹿児島
JP,Japan,Kagoshima,"",2020-03-12,4,4,11,-12,-3,2,鹿児島
JP,Japan,Kagoshima,"",2020-03-13,-1,0,-3,-18,-1,4,鹿児島
JP,Japan,Kagoshima,"",2020-03-14,-1,3,-5,-17,-4,4,鹿児島
JP,Japan,Kagoshima,"",2020-03-15,-6,3,-8,-19,0,4,鹿児島
JP,Japan,Kagoshima,"",2020-03-16,-1,1,8,-13,0,2,鹿児島
JP,Japan,Kagoshima,"",2020-03-17,-3,2,9,-13,-1,2,鹿児島
JP,Japan,Kagoshima,"",2020-03-18,0,1,8,-10,-1,2,鹿児島
JP,Japan,Kagoshima,"",2020-03-19,8,4,0,-6,-1,1,鹿児島
JP,Japan,Kagoshima,"",2020-03-20,19,5,49,-8,-44,11,鹿児島
JP,Japan,Kagoshima,"",2020-03-21,-2,4,31,-6,-5,2,鹿児島
JP,Japan,Kagoshima,"",2020-03-22,-7,-2,-29,-19,0,4,鹿児島
JP,Japan,Kagoshima,"",2020-03-23,1,1,20,-8,0,2,鹿児島
JP,Japan,Kagoshima,"",2020-03-24,4,5,17,-9,-4,2,鹿児島
JP,Japan,Kagoshima,"",2020-03-25,6,6,16,-4,-1,1,鹿児島
JP,Japan,Kagoshima,"",2020-03-26,3,5,-11,-10,-3,2,鹿児島
JP,Japan,Kagoshima,"",2020-03-27,-4,0,-19,-19,-4,4,鹿児島
JP,Japan,Kagoshima,"",2020-03-28,-8,0,-24,-20,-4,5,鹿児島
JP,Japan,Kagoshima,"",2020-03-29,-5,4,16,-15,4,2,鹿児島
JP,Japan,Kagoshima,"",2020-03-30,-3,-2,-26,-16,-6,5,鹿児島
JP,Japan,Kagoshima,"",2020-03-31,2,7,3,-13,-6,3,鹿児島
JP,Japan,Kagoshima,"",2020-04-01,-6,1,-12,-21,-5,4,鹿児島
JP,Japan,Kagoshima,"",2020-04-02,-4,3,23,-19,-6,3,鹿児島
JP,Japan,Kagoshima,"",2020-04-03,-9,1,15,-23,-6,4,鹿児島
JP,Japan,Kagoshima,"",2020-04-04,-11,4,17,-27,-5,5,鹿児島
JP,Japan,Kagoshima,"",2020-04-05,-10,7,29,-27,-4,5,鹿児島
JP,Japan,Kagoshima,"",2020-04-06,-3,5,22,-19,-8,4,鹿児島
JP,Japan,Kagoshima,"",2020-04-07,-9,5,10,-21,-7,4,鹿児島
JP,Japan,Kagoshima,"",2020-04-08,-11,1,11,-21,-6,3,鹿児島
JP,Japan,Kagoshima,"",2020-04-09,-12,2,9,-23,-7,4,鹿児島
JP,Japan,Kagoshima,"",2020-04-10,-12,2,8,-28,-5,4,鹿児島
JP,Japan,Kagoshima,"",2020-04-11,-13,7,10,-34,-9,6,鹿児島
JP,Japan,Kanagawa,"",2020-02-15,-1,6,11,0,3,1,神奈川
JP,Japan,Kanagawa,"",2020-02-16,-13,-11,-43,-11,-2,3,神奈川
JP,Japan,Kanagawa,"",2020-02-17,-2,1,5,-1,-1,1,神奈川
JP,Japan,Kanagawa,"",2020-02-18,1,5,10,-1,-1,1,神奈川
JP,Japan,Kanagawa,"",2020-02-19,-2,2,15,-4,-1,1,神奈川
JP,Japan,Kanagawa,"",2020-02-20,-2,6,6,-4,-2,1,神奈川
JP,Japan,Kanagawa,"",2020-02-21,-3,1,15,-4,0,1,神奈川
JP,Japan,Kanagawa,"",2020-02-22,-7,0,-3,-5,-1,2,神奈川
JP,Japan,Kanagawa,"",2020-02-23,0,5,29,1,1,0,神奈川
JP,Japan,Kanagawa,"",2020-02-24,15,3,69,-34,-59,17,神奈川
JP,Japan,Kanagawa,"",2020-02-25,-3,9,1,-2,1,1,神奈川
JP,Japan,Kanagawa,"",2020-02-26,-10,0,-13,-6,-1,2,神奈川
JP,Japan,Kanagawa,"",2020-02-27,-6,8,2,-8,-1,2,神奈川
JP,Japan,Kanagawa,"",2020-02-28,-3,18,3,-9,0,3,神奈川
JP,Japan,Kanagawa,"",2020-02-29,-9,13,-4,-20,1,5,神奈川
JP,Japan,Kanagawa,"",2020-03-01,-12,10,11,-23,0,4,神奈川
JP,Japan,Kanagawa,"",2020-03-02,-18,-5,-39,-15,-4,6,神奈川
JP,Japan,Kanagawa,"",2020-03-03,-3,13,20,-15,-5,5,神奈川
JP,Japan,Kanagawa,"",2020-03-04,-15,-3,-20,-19,-8,7,神奈川
JP,Japan,Kanagawa,"",2020-03-05,-8,7,7,-17,-6,6,神奈川
JP,Japan,Kanagawa,"",2020-03-06,-10,4,20,-17,-6,6,神奈川
JP,Japan,Kanagawa,"",2020-03-07,-14,3,-10,-24,-6,6,神奈川
JP,Japan,Kanagawa,"",2020-03-08,-25,-13,-63,-35,-9,7,神奈川
JP,Japan,Kanagawa,"",2020-03-09,-8,4,19,-14,-5,5,神奈川
JP,Japan,Kanagawa,"",2020-03-10,-16,-8,-38,-18,-9,8,神奈川
JP,Japan,Kanagawa,"",2020-03-11,-3,7,44,-15,-7,5,神奈川
JP,Japan,Kanagawa,"",2020-03-12,-4,8,26,-15,-7,5,神奈川
JP,Japan,Kanagawa,"",2020-03-13,-6,5,23,-15,-7,6,神奈川
JP,Japan,Kanagawa,"",2020-03-14,-24,-14,-58,-31,-10,9,神奈川
JP,Japan,Kanagawa,"",2020-03-15,-7,11,17,-20,-3,4,神奈川
JP,Japan,Kanagawa,"",2020-03-16,-8,0,4,-13,-5,5,神奈川
JP,Japan,Kanagawa,"",2020-03-17,-3,5,17,-15,-6,5,神奈川
JP,Japan,Kanagawa,"",2020-03-18,-4,5,38,-14,-6,4,神奈川
JP,Japan,Kanagawa,"",2020-03-19,3,7,23,-11,-7,4,神奈川
JP,Japan,Kanagawa,"",2020-03-20,6,10,71,-37,-59,19,神奈川
JP,Japan,Kanagawa,"",2020-03-21,-6,6,40,-16,-8,4,神奈川
JP,Japan,Kanagawa,"",2020-03-22,-10,3,29,-16,-4,3,神奈川
JP,Japan,Kanagawa,"",2020-03-23,-8,-3,-3,-13,-6,5,神奈川
JP,Japan,Kanagawa,"",2020-03-24,-1,4,20,-13,-7,5,神奈川
JP,Japan,Kanagawa,"",2020-03-25,0,11,42,-12,-6,4,神奈川
JP,Japan,Kanagawa,"",2020-03-26,2,25,40,-13,-8,4,神奈川
JP,Japan,Kanagawa,"",2020-03-27,-9,13,10,-19,-11,8,神奈川
JP,Japan,Kanagawa,"",2020-03-28,-32,-1,-16,-40,-16,11,神奈川
JP,Japan,Kanagawa,"",2020-03-29,-55,-31,-66,-55,-23,13,神奈川
JP,Japan,Kanagawa,"",2020-03-30,-11,7,-3,-22,-13,8,神奈川
JP,Japan,Kanagawa,"",2020-03-31,-9,9,7,-22,-12,8,神奈川
JP,Japan,Kanagawa,"",2020-04-01,-27,-11,-42,-27,-16,11,神奈川
JP,Japan,Kanagawa,"",2020-04-02,-13,13,31,-25,-17,10,神奈川
JP,Japan,Kanagawa,"",2020-04-03,-16,10,34,-26,-17,11,神奈川
JP,Japan,Kanagawa,"",2020-04-04,-26,8,28,-40,-19,11,神奈川
JP,Japan,Kanagawa,"",2020-04-05,-34,1,-3,-48,-20,10,神奈川
JP,Japan,Kanagawa,"",2020-04-06,-13,11,25,-25,-18,10,神奈川
JP,Japan,Kanagawa,"",2020-04-07,-15,8,15,-30,-21,12,神奈川
JP,Japan,Kanagawa,"",2020-04-08,-30,2,27,-39,-27,15,神奈川
JP,Japan,Kanagawa,"",2020-04-09,-30,4,18,-42,-30,17,神奈川
JP,Japan,Kanagawa,"",2020-04-10,-32,7,14,-43,-31,18,神奈川
JP,Japan,Kanagawa,"",2020-04-11,-37,4,10,-52,-30,15,神奈川
JP,Japan,Kochi,"",2020-02-15,1,3,10,4,3,1,高知
JP,Japan,Kochi,"",2020-02-16,-7,-4,-16,4,-2,2,高知
JP,Japan,Kochi,"",2020-02-17,0,1,2,5,3,1,高知
JP,Japan,Kochi,"",2020-02-18,2,2,9,2,0,1,高知
JP,Japan,Kochi,"",2020-02-19,0,-1,5,2,1,0,高知
JP,Japan,Kochi,"",2020-02-20,3,4,9,6,0,0,高知
JP,Japan,Kochi,"",2020-02-21,-1,0,9,7,1,0,高知
JP,Japan,Kochi,"",2020-02-22,-1,1,-3,4,-2,2,高知
JP,Japan,Kochi,"",2020-02-23,7,5,48,34,2,-1,高知
JP,Japan,Kochi,"",2020-02-24,24,5,72,19,-48,11,高知
JP,Japan,Kochi,"",2020-02-25,4,6,29,8,1,0,高知
JP,Japan,Kochi,"",2020-02-26,0,2,14,3,1,0,高知
JP,Japan,Kochi,"",2020-02-27,1,4,8,2,1,1,高知
JP,Japan,Kochi,"",2020-02-28,-2,8,4,-7,2,1,高知
JP,Japan,Kochi,"",2020-02-29,-12,4,-39,-24,2,5,高知
JP,Japan,Kochi,"",2020-03-01,-12,6,-25,-22,5,4,高知
JP,Japan,Kochi,"",2020-03-02,-5,5,5,-15,2,2,高知
JP,Japan,Kochi,"",2020-03-03,-6,6,14,-12,0,3,高知
JP,Japan,Kochi,"",2020-03-04,-14,-4,-24,-23,-5,6,高知
JP,Japan,Kochi,"",2020-03-05,-7,2,0,-15,-4,4,高知
JP,Japan,Kochi,"",2020-03-06,-12,-1,5,-19,-3,5,高知
JP,Japan,Kochi,"",2020-03-07,-19,-4,-25,-29,-3,7,高知
JP,Japan,Kochi,"",2020-03-08,-14,-2,-12,-25,-4,6,高知
JP,Japan,Kochi,"",2020-03-09,-8,-1,7,-14,-1,4,高知
JP,Japan,Kochi,"",2020-03-10,-6,0,-6,-19,-4,5,高知
JP,Japan,Kochi,"",2020-03-11,-4,0,8,-13,-4,4,高知
JP,Japan,Kochi,"",2020-03-12,-3,1,16,-10,-4,4,高知
JP,Japan,Kochi,"",2020-03-13,-5,1,8,-16,-4,4,高知
JP,Japan,Kochi,"",2020-03-14,-6,0,-12,-18,-6,6,高知
JP,Japan,Kochi,"",2020-03-15,-8,-1,2,-14,-4,4,高知
JP,Japan,Kochi,"",2020-03-16,-2,1,5,-12,-1,4,高知
JP,Japan,Kochi,"",2020-03-17,-2,2,29,-10,-3,3,高知
JP,Japan,Kochi,"",2020-03-18,-4,0,19,-11,-4,3,高知
JP,Japan,Kochi,"",2020-03-19,4,3,9,-5,-3,2,高知
JP,Japan,Kochi,"",2020-03-20,15,9,62,4,-47,13,高知
JP,Japan,Kochi,"",2020-03-21,-4,3,40,4,-6,3,高知
JP,Japan,Kochi,"",2020-03-22,-6,0,15,-3,-1,3,高知
JP,Japan,Kochi,"",2020-03-23,3,0,20,-9,-2,3,高知
JP,Japan,Kochi,"",2020-03-24,2,3,35,-7,-3,3,高知
JP,Japan,Kochi,"",2020-03-25,6,2,25,-6,-4,2,高知
JP,Japan,Kochi,"",2020-03-26,3,4,16,-6,-5,3,高知
JP,Japan,Kochi,"",2020-03-27,-5,-4,-23,-19,-6,6,高知
JP,Japan,Kochi,"",2020-03-28,-9,-3,-25,-21,-5,5,高知
JP,Japan,Kochi,"",2020-03-29,-3,3,23,-7,0,2,高知
JP,Japan,Kochi,"",2020-03-30,0,0,-6,-13,-3,4,高知
JP,Japan,Kochi,"",2020-03-31,-1,2,3,-15,-4,4,高知
JP,Japan,Kochi,"",2020-04-01,-12,-4,-22,-24,-9,5,高知
JP,Japan,Kochi,"",2020-04-02,-6,2,24,-11,-9,4,高知
JP,Japan,Kochi,"",2020-04-03,-11,0,17,-16,-8,5,高知
JP,Japan,Kochi,"",2020-04-04,-15,2,20,-17,-4,5,高知
JP,Japan,Kochi,"",2020-04-05,-14,2,18,-18,-7,5,高知
JP,Japan,Kochi,"",2020-04-06,-10,1,17,-20,-5,4,高知
JP,Japan,Kochi,"",2020-04-07,-9,3,20,-15,-11,5,高知
JP,Japan,Kochi,"",2020-04-08,-16,-2,12,-21,-9,5,高知
JP,Japan,Kochi,"",2020-04-09,-17,-1,5,-18,-8,5,高知
JP,Japan,Kochi,"",2020-04-10,-20,2,-3,-27,-8,7,高知
JP,Japan,Kochi,"",2020-04-11,-29,-1,-9,-32,-18,10,高知
JP,Japan,Kumamoto,"",2020-02-15,2,4,0,3,4,0,熊本
JP,Japan,Kumamoto,"",2020-02-16,-9,-7,-24,-7,-4,3,熊本
JP,Japan,Kumamoto,"",2020-02-17,-3,1,-20,-2,0,1,熊本
JP,Japan,Kumamoto,"",2020-02-18,0,0,-5,-4,-1,1,熊本
JP,Japan,Kumamoto,"",2020-02-19,1,1,10,1,0,0,熊本
JP,Japan,Kumamoto,"",2020-02-20,4,2,13,3,1,0,熊本
JP,Japan,Kumamoto,"",2020-02-21,-1,3,13,2,1,0,熊本
JP,Japan,Kumamoto,"",2020-02-22,-1,8,-14,4,0,2,熊本
JP,Japan,Kumamoto,"",2020-02-23,2,7,39,14,2,-1,熊本
JP,Japan,Kumamoto,"",2020-02-24,19,3,58,6,-48,12,熊本
JP,Japan,Kumamoto,"",2020-02-25,-2,6,-6,-1,0,1,熊本
JP,Japan,Kumamoto,"",2020-02-26,-1,7,0,-5,1,1,熊本
JP,Japan,Kumamoto,"",2020-02-27,6,21,3,-5,0,1,熊本
JP,Japan,Kumamoto,"",2020-02-28,-4,11,-12,-15,0,3,熊本
JP,Japan,Kumamoto,"",2020-02-29,-15,0,-52,-32,4,6,熊本
JP,Japan,Kumamoto,"",2020-03-01,-14,-1,-41,-33,1,5,熊本
JP,Japan,Kumamoto,"",2020-03-02,-7,2,0,-19,-1,3,熊本
JP,Japan,Kumamoto,"",2020-03-03,-3,2,4,-16,-2,3,熊本
JP,Japan,Kumamoto,"",2020-03-04,-8,-2,-13,-20,-3,4,熊本
JP,Japan,Kumamoto,"",2020-03-05,-6,1,8,-17,-2,3,熊本
JP,Japan,Kumamoto,"",2020-03-06,-11,-1,11,-19,-2,4,熊本
JP,Japan,Kumamoto,"",2020-03-07,-14,-2,-30,-27,-2,7,熊本
JP,Japan,Kumamoto,"",2020-03-08,-10,1,17,-19,-2,4,熊本
JP,Japan,Kumamoto,"",2020-03-09,-9,-2,-6,-18,-2,4,熊本
JP,Japan,Kumamoto,"",2020-03-10,-5,-1,-26,-19,-4,5,熊本
JP,Japan,Kumamoto,"",2020-03-11,-1,3,13,-13,-3,3,熊本
JP,Japan,Kumamoto,"",2020-03-12,-1,3,17,-12,-3,3,熊本
JP,Japan,Kumamoto,"",2020-03-13,-5,0,-1,-18,-4,4,熊本
JP,Japan,Kumamoto,"",2020-03-14,-6,3,-8,-18,-4,5,熊本
JP,Japan,Kumamoto,"",2020-03-15,-8,1,5,-18,-2,4,熊本
JP,Japan,Kumamoto,"",2020-03-16,-4,1,0,-13,-1,3,熊本
JP,Japan,Kumamoto,"",2020-03-17,-2,1,11,-11,-3,3,熊本
JP,Japan,Kumamoto,"",2020-03-18,-2,0,15,-11,-2,2,熊本
JP,Japan,Kumamoto,"",2020-03-19,5,3,3,-6,-3,2,熊本
JP,Japan,Kumamoto,"",2020-03-20,13,4,60,-4,-47,13,熊本
JP,Japan,Kumamoto,"",2020-03-21,-5,4,31,-2,-5,3,熊本
JP,Japan,Kumamoto,"",2020-03-22,-6,1,0,-13,-2,3,熊本
JP,Japan,Kumamoto,"",2020-03-23,-1,0,15,-7,-2,2,熊本
JP,Japan,Kumamoto,"",2020-03-24,3,1,21,-7,-4,3,熊本
JP,Japan,Kumamoto,"",2020-03-25,5,5,28,-6,-4,2,熊本
JP,Japan,Kumamoto,"",2020-03-26,1,3,-15,-10,-4,3,熊本
JP,Japan,Kumamoto,"",2020-03-27,-7,-1,-25,-19,-5,6,熊本
JP,Japan,Kumamoto,"",2020-03-28,-14,-1,-41,-26,-5,7,熊本
JP,Japan,Kumamoto,"",2020-03-29,-13,4,36,-14,-1,4,熊本
JP,Japan,Kumamoto,"",2020-03-30,-7,-1,-27,-17,-6,5,熊本
JP,Japan,Kumamoto,"",2020-03-31,-2,3,4,-15,-5,4,熊本
JP,Japan,Kumamoto,"",2020-04-01,-12,-2,-26,-24,-8,6,熊本
JP,Japan,Kumamoto,"",2020-04-02,-7,3,29,-15,-8,4,熊本
JP,Japan,Kumamoto,"",2020-04-03,-14,1,21,-19,-8,6,熊本
JP,Japan,Kumamoto,"",2020-04-04,-16,4,23,-22,-8,7,熊本
JP,Japan,Kumamoto,"",2020-04-05,-18,3,32,-25,-10,6,熊本
JP,Japan,Kumamoto,"",2020-04-06,-10,3,13,-18,-8,5,熊本
JP,Japan,Kumamoto,"",2020-04-07,-9,2,13,-21,-9,5,熊本
JP,Japan,Kumamoto,"",2020-04-08,-13,-1,9,-22,-10,5,熊本
JP,Japan,Kumamoto,"",2020-04-09,-11,0,7,-24,-12,6,熊本
JP,Japan,Kumamoto,"",2020-04-10,-16,2,3,-28,-9,7,熊本
JP,Japan,Kumamoto,"",2020-04-11,-20,4,-1,-34,-14,9,熊本
JP,Japan,Kyoto,"",2020-02-15,-3,2,-2,-5,2,0,京都
JP,Japan,Kyoto,"",2020-02-16,-11,-9,-27,-10,-3,3,京都
JP,Japan,Kyoto,"",2020-02-17,0,2,0,-1,0,1,京都
JP,Japan,Kyoto,"",2020-02-18,-5,0,-5,-3,-2,1,京都
JP,Japan,Kyoto,"",2020-02-19,-2,2,12,-3,0,0,京都
JP,Japan,Kyoto,"",2020-02-20,1,2,7,-2,0,0,京都
JP,Japan,Kyoto,"",2020-02-21,-1,2,11,-1,0,0,京都
JP,Japan,Kyoto,"",2020-02-22,-10,-6,-27,-10,-2,2,京都
JP,Japan,Kyoto,"",2020-02-23,5,6,16,3,0,-1,京都
JP,Japan,Kyoto,"",2020-02-24,22,4,61,-18,-55,13,京都
JP,Japan,Kyoto,"",2020-02-25,-4,4,-5,-2,0,0,京都
JP,Japan,Kyoto,"",2020-02-26,-4,2,4,-4,0,1,京都
JP,Japan,Kyoto,"",2020-02-27,-3,2,-8,-8,0,1,京都
JP,Japan,Kyoto,"",2020-02-28,-2,10,-2,-13,0,2,京都
JP,Japan,Kyoto,"",2020-02-29,-12,3,-37,-30,2,4,京都
JP,Japan,Kyoto,"",2020-03-01,-8,13,-3,-29,1,3,京都
JP,Japan,Kyoto,"",2020-03-02,-6,6,1,-16,1,2,京都
JP,Japan,Kyoto,"",2020-03-03,-4,8,8,-18,-2,3,京都
JP,Japan,Kyoto,"",2020-03-04,-14,-7,-25,-21,-4,5,京都
JP,Japan,Kyoto,"",2020-03-05,-8,2,-14,-21,-4,4,京都
JP,Japan,Kyoto,"",2020-03-06,-8,4,10,-21,-4,4,京都
JP,Japan,Kyoto,"",2020-03-07,-11,3,5,-30,-5,5,京都
JP,Japan,Kyoto,"",2020-03-08,-17,-4,-38,-38,-6,6,京都
JP,Japan,Kyoto,"",2020-03-09,-5,3,21,-17,-3,3,京都
JP,Japan,Kyoto,"",2020-03-10,-13,-5,-29,-21,-7,5,京都
JP,Japan,Kyoto,"",2020-03-11,-5,1,2,-18,-5,4,京都
JP,Japan,Kyoto,"",2020-03-12,1,7,26,-17,-5,3,京都
JP,Japan,Kyoto,"",2020-03-13,-3,4,19,-20,-6,4,京都
JP,Japan,Kyoto,"",2020-03-14,-13,-3,-36,-34,-8,6,京都
JP,Japan,Kyoto,"",2020-03-15,-8,4,-1,-29,-4,4,京都
JP,Japan,Kyoto,"",2020-03-16,-8,-1,-18,-19,-3,4,京都
JP,Japan,Kyoto,"",2020-03-17,-3,6,20,-16,-4,3,京都
JP,Japan,Kyoto,"",2020-03-18,-2,2,31,-15,-4,2,京都
JP,Japan,Kyoto,"",2020-03-19,7,7,29,-11,-4,1,京都
JP,Japan,Kyoto,"",2020-03-20,16,9,73,-29,-54,15,京都
JP,Japan,Kyoto,"",2020-03-21,-3,7,50,-19,-8,3,京都
JP,Japan,Kyoto,"",2020-03-22,-8,2,13,-25,-3,3,京都
JP,Japan,Kyoto,"",2020-03-23,-1,2,23,-15,-4,3,京都
JP,Japan,Kyoto,"",2020-03-24,-2,4,17,-16,-4,3,京都
JP,Japan,Kyoto,"",2020-03-25,3,6,49,-12,-5,2,京都
JP,Japan,Kyoto,"",2020-03-26,4,10,47,-13,-5,2,京都
JP,Japan,Kyoto,"",2020-03-27,-11,-3,-22,-22,-7,6,京都
JP,Japan,Kyoto,"",2020-03-28,-15,0,-17,-34,-6,6,京都
JP,Japan,Kyoto,"",2020-03-29,-10,7,12,-32,-3,4,京都
JP,Japan,Kyoto,"",2020-03-30,-6,4,14,-20,-7,4,京都
JP,Japan,Kyoto,"",2020-03-31,-6,7,25,-22,-7,4,京都
JP,Japan,Kyoto,"",2020-04-01,-23,-10,-26,-27,-10,7,京都
JP,Japan,Kyoto,"",2020-04-02,-12,7,14,-27,-10,5,京都
JP,Japan,Kyoto,"",2020-04-03,-16,7,40,-28,-10,6,京都
JP,Japan,Kyoto,"",2020-04-04,-22,7,35,-42,-12,7,京都
JP,Japan,Kyoto,"",2020-04-05,-25,6,12,-48,-12,7,京都
JP,Japan,Kyoto,"",2020-04-06,-17,7,15,-28,-9,6,京都
JP,Japan,Kyoto,"",2020-04-07,-17,6,19,-31,-12,6,京都
JP,Japan,Kyoto,"",2020-04-08,-22,1,19,-34,-15,7,京都
JP,Japan,Kyoto,"",2020-04-09,-22,2,10,-36,-14,8,京都
JP,Japan,Kyoto,"",2020-04-10,-26,3,-5,-40,-15,10,京都
JP,Japan,Kyoto,"",2020-04-11,-32,3,-11,-55,-22,11,京都
JP,Japan,Mie,"",2020-02-15,-1,2,-10,-11,5,0,三重
JP,Japan,Mie,"",2020-02-16,-8,-5,-44,-18,-2,3,三重
JP,Japan,Mie,"",2020-02-17,-4,2,-11,-3,2,1,三重
JP,Japan,Mie,"",2020-02-18,0,2,-12,-3,0,1,三重
JP,Japan,Mie,"",2020-02-19,-1,0,0,-4,1,0,三重
JP,Japan,Mie,"",2020-02-20,4,5,-2,-3,1,0,三重
JP,Japan,Mie,"",2020-02-21,-2,1,3,-2,1,0,三重
JP,Japan,Mie,"",2020-02-22,-4,0,-27,-8,2,2,三重
JP,Japan,Mie,"",2020-02-23,2,8,8,4,0,0,三重
JP,Japan,Mie,"",2020-02-24,19,4,57,-6,-44,11,三重
JP,Japan,Mie,"",2020-02-25,2,7,-4,-3,1,0,三重
JP,Japan,Mie,"",2020-02-26,0,4,-1,-5,1,1,三重
JP,Japan,Mie,"",2020-02-27,-1,5,-5,-8,1,2,三重
JP,Japan,Mie,"",2020-02-28,1,12,-4,-14,2,1,三重
JP,Japan,Mie,"",2020-02-29,-6,8,-43,-33,3,4,三重
JP,Japan,Mie,"",2020-03-01,-6,10,-3,-28,4,3,三重
JP,Japan,Mie,"",2020-03-02,-6,8,-6,-20,1,3,三重
JP,Japan,Mie,"",2020-03-03,1,10,6,-19,-1,2,三重
JP,Japan,Mie,"",2020-03-04,-9,-2,-26,-25,-2,4,三重
JP,Japan,Mie,"",2020-03-05,-5,3,-17,-23,-2,4,三重
JP,Japan,Mie,"",2020-03-06,-6,2,6,-23,-2,4,三重
JP,Japan,Mie,"",2020-03-07,-7,5,3,-30,0,4,三重
JP,Japan,Mie,"",2020-03-08,-15,-6,-55,-43,-5,7,三重
JP,Japan,Mie,"",2020-03-09,-5,5,11,-18,-1,3,三重
JP,Japan,Mie,"",2020-03-10,-7,-1,-36,-24,-4,5,三重
JP,Japan,Mie,"",2020-03-11,-1,1,4,-19,-3,3,三重
JP,Japan,Mie,"",2020-03-12,0,7,20,-18,-3,3,三重
JP,Japan,Mie,"",2020-03-13,-3,3,12,-22,-3,3,三重
JP,Japan,Mie,"",2020-03-14,-8,0,-43,-35,-6,6,三重
JP,Japan,Mie,"",2020-03-15,-6,7,1,-27,-2,4,三重
JP,Japan,Mie,"",2020-03-16,-7,3,-19,-20,-2,4,三重
JP,Japan,Mie,"",2020-03-17,1,6,11,-16,-2,3,三重
JP,Japan,Mie,"",2020-03-18,-1,4,16,-17,-3,2,三重
JP,Japan,Mie,"",2020-03-19,5,7,12,-14,-3,2,三重
JP,Japan,Mie,"",2020-03-20,15,11,45,-23,-44,14,三重
JP,Japan,Mie,"",2020-03-21,-4,7,24,-16,-4,3,三重
JP,Japan,Mie,"",2020-03-22,-7,6,4,-20,-2,3,三重
JP,Japan,Mie,"",2020-03-23,-4,4,-2,-16,-1,3,三重
JP,Japan,Mie,"",2020-03-24,0,6,-3,-16,-2,3,三重
JP,Japan,Mie,"",2020-03-25,3,7,18,-12,-3,2,三重
JP,Japan,Mie,"",2020-03-26,4,11,30,-12,-3,2,三重
JP,Japan,Mie,"",2020-03-27,-5,2,-27,-22,-4,5,三重
JP,Japan,Mie,"",2020-03-28,-8,3,-30,-31,-4,5,三重
JP,Japan,Mie,"",2020-03-29,-9,4,-20,-33,-1,5,三重
JP,Japan,Mie,"",2020-03-30,-5,4,-29,-20,-4,4,三重
JP,Japan,Mie,"",2020-03-31,-2,5,-26,-23,-5,5,三重
JP,Japan,Mie,"",2020-04-01,-16,-7,-34,-28,-6,6,三重
JP,Japan,Mie,"",2020-04-02,-8,7,9,-24,-6,5,三重
JP,Japan,Mie,"",2020-04-03,-11,5,31,-27,-6,5,三重
JP,Japan,Mie,"",2020-04-04,-13,8,21,-37,-8,6,三重
JP,Japan,Mie,"",2020-04-05,-17,8,-1,-41,-8,7,三重
JP,Japan,Mie,"",2020-04-06,-11,6,2,-25,-6,5,三重
JP,Japan,Mie,"",2020-04-07,-7,7,14,-26,-7,5,三重
JP,Japan,Mie,"",2020-04-08,-12,3,14,-28,-8,5,三重
JP,Japan,Mie,"",2020-04-09,-12,4,9,-29,-7,6,三重
JP,Japan,Mie,"",2020-04-10,-16,5,-10,-36,-7,6,三重
JP,Japan,Mie,"",2020-04-11,-20,6,-12,-49,-14,9,三重
JP,Japan,Miyagi,"",2020-02-15,-2,4,19,-3,4,0,宮城
