県名,日付,検査数,累積陽性者数,累積経路不明数,週間陽性率,日別経路不明数,日別陽性者数,週間陽性率（経路不明のみ）,日別検査数,陽性(発症日),陽性(経路不明)(発症日),陽性(渡航歴)(発症日),週間ラグ平均,週間ラグ平均(経路不明)
鹿児島県,2020/2/29,45,0,0,0,0,0,0,8,0,0,0,N/A,N/A
沖縄県,2020/2/29,112,3,1,0,0,0,0,9,0,0,0,N/A,N/A
北海道,2020/3/1,464,72,57,0.138728324,1,2,0.10982659,70,5,1,0,7.543478261,7.891891892
青森県,2020/3/1,28,0,0,0,0,0,0,3,0,0,0,N/A,N/A
岩手県,2020/3/1,12,0,0,0,0,0,0,0,0,0,0,N/A,N/A
宮城県,2020/3/1,41,1,0,0.047619048,0,0,0,1,0,0,0,1,N/A
秋田県,2020/3/1,45,0,0,0,0,0,0,4,0,0,0,N/A,N/A
山形県,2020/3/1,48,0,0,0,0,0,0,5,0,0,0,N/A,N/A
福島県,2020/3/1,46,0,0,0,0,0,0,4,0,0,0,N/A,N/A
茨城県,2020/3/1,162,0,0,0,0,0,0,7,0,0,0,N/A,N/A
栃木県,2020/3/1,81,1,0,0,0,0,0,9,0,0,0,N/A,N/A
群馬県,2020/3/1,36,0,0,0,0,0,0,0,0,0,0,N/A,N/A
埼玉県,2020/3/1,157,4,0,0,0,0,0,12,2,0,1,N/A,N/A
千葉県,2020/3/1,405,17,6,0.016194332,0,1,0,45,5,1,2,4.75,N/A
東京都,2020/3/1,973,39,12,0.028735632,0,2,0.011494253,15,2,2,0,9.5,11.5
神奈川県,2020/3/1,738,27,12,0.069444444,2,3,0.048611111,21,0,0,0,9.777777778,8.285714286
新潟県,2020/3/1,87,1,1,0.023255814,0,0,0.023255814,5,2,1,0,4,4
富山県,2020/3/1,25,0,0,0,0,0,0,1,0,0,0,N/A,N/A
石川県,2020/3/1,70,6,1,0.072727273,0,0,0,1,0,0,0,7.333333333,N/A
福井県,2020/3/1,39,0,0,0,0,0,0,2,0,0,0,N/A,N/A
山梨県,2020/3/1,88,0,0,0,0,0,0,4,0,0,0,N/A,N/A
長野県,2020/3/1,98,2,1,0.030769231,0,0,0.015384615,4,0,0,0,5,5
岐阜県,2020/3/1,124,2,1,0.057142857,0,0,0.028571429,5,0,0,0,8,12
静岡県,2020/3/1,145,1,1,0.013888889,0,0,0.013888889,2,0,0,0,1,1
愛知県,2020/3/1,406,32,2,0.1875,1,3,0.025,13,3,0,0,2.733333333,4.5
三重県,2020/3/1,66,1,0,0,0,0,0,2,0,0,0,N/A,N/A
滋賀県,2020/3/1,37,0,0,0,0,0,0,3,0,0,0,N/A,N/A
京都府,2020/3/1,114,2,1,0,0,0,0,9,0,0,0,N/A,N/A
大阪府,2020/3/1,227,4,0,0.021428571,0,0,0,31,6,0,0,7,N/A
兵庫県,2020/3/1,118,1,1,0.012987013,1,1,0.012987013,8,3,0,0,5,5
奈良県,2020/3/1,44,1,0,0,0,0,0,2,0,0,0,N/A,N/A
和歌山県,2020/3/1,762,13,2,0,0,0,0,2,0,0,0,N/A,N/A
鳥取県,2020/3/1,30,0,0,0,0,0,0,3,0,0,0,N/A,N/A
島根県,2020/3/1,33,0,0,0,0,0,0,4,0,0,0,N/A,N/A
岡山県,2020/3/1,44,0,0,0,0,0,0,3,0,0,0,N/A,N/A
広島県,2020/3/1,82,0,0,0,0,0,0,4,0,0,0,N/A,N/A
山口県,2020/3/1,40,0,0,0,0,0,0,3,0,0,0,N/A,N/A
徳島県,2020/3/1,27,1,0,0.047619048,0,0,0,3,0,0,0,N/A,N/A
香川県,2020/3/1,38,0,0,0,0,0,0,1,0,0,0,N/A,N/A
愛媛県,2020/3/1,63,0,0,0,0,0,0,7,0,0,0,N/A,N/A
高知県,2020/3/1,15,2,1,0.2,0,1,0.1,3,2,1,1,10.5,16
福岡県,2020/3/1,154,3,2,0.011111111,0,0,0.011111111,11,0,0,0,10,10
佐賀県,2020/3/1,29,0,0,0,0,0,0,0,0,0,0,N/A,N/A
長崎県,2020/3/1,44,0,0,0,0,0,0,5,0,0,0,N/A,N/A
熊本県,2020/3/1,167,5,2,0.02247191,0,0,0,8,0,0,0,2.5,N/A
大分県,2020/3/1,38,0,0,0,0,0,0,4,0,0,0,N/A,N/A
宮崎県,2020/3/1,52,0,0,0,0,0,0,11,1,0,1,N/A,N/A
鹿児島県,2020/3/1,52,0,0,0,0,0,0,7,0,0,0,N/A,N/A
沖縄県,2020/3/1,122,3,1,0,0,0,0,10,0,0,0,N/A,N/A
北海道,2020/3/2,533,77,58,0.120822622,1,5,0.092544987,69,8,5,0,7.977777778,7.885714286
青森県,2020/3/2,29,0,0,0,0,0,0,1,0,0,0,N/A,N/A
岩手県,2020/3/2,13,0,0,0,0,0,0,1,0,0,0,N/A,N/A
宮城県,2020/3/2,43,1,0,0.05,0,0,0,2,0,0,0,1,N/A
秋田県,2020/3/2,56,0,0,0,0,0,0,11,0,0,0,N/A,N/A
山形県,2020/3/2,52,0,0,0,0,0,0,4,0,0,0,N/A,N/A
福島県,2020/3/2,51,0,0,0,0,0,0,5,2,0,1,N/A,N/A
茨城県,2020/3/2,172,0,0,0,0,0,0,10,0,0,0,N/A,N/A
栃木県,2020/3/2,91,1,0,0,0,0,0,10,0,0,0,N/A,N/A
群馬県,2020/3/2,43,0,0,0,0,0,0,7,0,0,0,N/A,N/A
埼玉県,2020/3/2,160,4,0,0,0,0,0,3,3,0,1,N/A,N/A
千葉県,2020/3/2,427,17,6,0.015625,0,0,0,22,1,0,0,4.75,N/A
東京都,2020/3/2,1014,39,12,0.01897019,0,0,0.005420054,41,6,5,1,10.42857143,14.5
神奈川県,2020/3/2,758,31,12,0.090909091,0,4,0.041958042,20,1,1,0,8.888888889,8
新潟県,2020/3/2,121,5,1,0.065789474,0,4,0.013157895,34,2,0,0,6.8,4
富山県,2020/3/2,26,0,0,0,0,0,0,1,0,0,0,N/A,N/A
石川県,2020/3/2,78,6,1,0.041666667,0,0,0,8,0,0,0,7,N/A
福井県,2020/3/2,42,0,0,0,0,0,0,3,0,0,0,N/A,N/A
山梨県,2020/3/2,100,0,0,0,0,0,0,12,0,0,0,N/A,N/A
長野県,2020/3/2,106,2,1,0.028169014,0,0,0.014084507,8,0,0,0,5,5
岐阜県,2020/3/2,129,2,1,0.057142857,0,0,0.028571429,5,0,0,0,8,12
静岡県,2020/3/2,151,1,1,0.013513514,0,0,0.013513514,6,0,0,0,1,1
愛知県,2020/3/2,436,32,2,0.151515152,0,0,0.02020202,30,5,2,0,2.733333333,4.5
三重県,2020/3/2,68,1,0,0,0,0,0,2,2,1,0,N/A,N/A
滋賀県,2020/3/2,39,0,0,0,0,0,0,2,0,0,0,N/A,N/A
京都府,2020/3/2,123,2,1,0,0,0,0,9,1,1,0,N/A,N/A
大阪府,2020/3/2,250,6,0,0.030864198,0,2,0,23,2,1,0,7.5,N/A
兵庫県,2020/3/2,133,1,1,0.010989011,0,0,0.010989011,15,4,1,2,5,5
奈良県,2020/3/2,47,1,0,0,0,0,0,3,0,0,0,N/A,N/A
和歌山県,2020/3/2,774,13,2,0,0,0,0,12,0,0,0,N/A,N/A
鳥取県,2020/3/2,35,0,0,0,0,0,0,5,0,0,0,N/A,N/A
島根県,2020/3/2,40,0,0,0,0,0,0,7,0,0,0,N/A,N/A
岡山県,2020/3/2,52,0,0,0,0,0,0,8,0,0,0,N/A,N/A
広島県,2020/3/2,87,0,0,0,0,0,0,5,0,0,0,N/A,N/A
山口県,2020/3/2,46,0,0,0,0,0,0,6,0,0,0,N/A,N/A
徳島県,2020/3/2,29,1,0,0.043478261,0,0,0,2,0,0,0,N/A,N/A
香川県,2020/3/2,43,0,0,0,0,0,0,5,0,0,0,N/A,N/A
愛媛県,2020/3/2,71,1,0,0.018867925,0,1,0,8,0,0,0,N/A,N/A
高知県,2020/3/2,19,3,1,0.214285714,0,1,0.071428571,4,0,0,0,9.333333333,16
福岡県,2020/3/2,181,3,2,0.009259259,0,0,0.009259259,27,0,0,0,10,10
佐賀県,2020/3/2,29,0,0,0,0,0,0,0,0,0,0,N/A,N/A
長崎県,2020/3/2,52,0,0,0,0,0,0,8,0,0,0,N/A,N/A
熊本県,2020/3/2,192,5,2,0.017857143,0,0,0,25,0,0,0,2.5,N/A
大分県,2020/3/2,44,0,0,0,0,0,0,6,0,0,0,N/A,N/A
宮崎県,2020/3/2,59,0,0,0,0,0,0,7,0,0,0,N/A,N/A
鹿児島県,2020/3/2,55,0,0,0,0,0,0,3,0,0,0,N/A,N/A
沖縄県,2020/3/2,129,3,1,0,0,0,0,7,0,0,0,N/A,N/A
北海道,2020/3/3,604,79,58,0.110599078,0,2,0.082949309,71,3,0,0,7.804347826,7.885714286
青森県,2020/3/3,31,0,0,0,0,0,0,2,0,0,0,N/A,N/A
岩手県,2020/3/3,14,0,0,0,0,0,0,1,0,0,0,N/A,N/A
宮城県,2020/3/3,56,1,0,0.033333333,0,0,0,13,0,0,0,1,N/A
秋田県,2020/3/3,60,0,0,0,0,0,0,4,0,0,0,N/A,N/A
山形県,2020/3/3,57,0,0,0,0,0,0,5,0,0,0,N/A,N/A
福島県,2020/3/3,56,0,0,0,0,0,0,5,0,0,0,N/A,N/A
茨城県,2020/3/3,187,0,0,0,0,0,0,15,0,0,0,N/A,N/A
栃木県,2020/3/3,100,1,0,0,0,0,0,9,0,0,0,N/A,N/A
群馬県,2020/3/3,49,0,0,0,0,0,0,6,0,0,0,N/A,N/A
埼玉県,2020/3/3,182,4,0,0,0,0,0,22,4,2,2,N/A,N/A
千葉県,2020/3/3,492,18,6,0.016339869,0,1,0,65,0,0,0,7,N/A
